"idequivalence_relationship"	"equivalence_term"	"term_descritor_idterm_descritor"
"3174"	6952	"Nephroblastomatosis, Fetal Ascites, Macrosomia, And Wilms Tumor"	229146
"3175"	6953	"Perlman Syndrome"	229146
"3176"	6954	"Renal hamartomas, nephroblastomatosis, and fetal gigantism"	229146
"3177"	6955	"Neural crest-derived tumors"	229154
"3178"	6956	"Bilateral radial aplasia with Wilms tumor"	229404
"3179"	6957	"Wilms tumor 5"	229404
"3180"	6958	"Female adnexal tumor of probable Wolffian origin"	229435
"3181"	6959	"Wolffian adenoma"	229435
"3182"	6960	"Wolffian adnexal tumor"	229435
"3183"	6961	"Glomangiomas, Multiple"	229512
"3184"	6962	"Glomus Tumors, Multiple"	229512
"3185"	6963	"Glomuvenous malformations"	229512
"3186"	6964	"VMGLOM"	229512
"3187"	6965	"Venous Malformations With Glomus Cells"	229512
"3188"	6966	"Epithelial tumor of thymus"	229575
"3189"	6967	"Thymoma, adult"	229575
"3190"	6968	"Adult granulosa cell tumor of the ovary"	229903
"3191"	6969	"GCT of the ovary"	229903
"3192"	6970	"Granulosa theca cell tumor"	229903
"3193"	6971	"Granulosa theca cell tumor of the ovary"	229903
"3194"	6972	"Non-seminomatous germ-cell tumors"	230385
"3195"	6973	"Pindborg tumor"	230481
"3196"	6974	"ACAPHA"	233790
"3197"	6975	"Malignant Phyllodes Tumor of Prostate"	240341
"3198"	6976	"FWT1"	250319
"3199"	6977	"Familial Wilms Tumor 1"	250319
"3200"	6978	"Brain Tumor, Posterior Fossa, of Infancy, Familial"	250612
"3201"	6979	"Malignant Rhabdoid Tumor, Somatic"	250612
"3202"	6980	"WT3"	252086
"3203"	6981	"Calcinosis, Tumoral, With Normophosphatemia"	252395
"3204"	6982	"Calcinosis, Tumoral, With Hyperphosphatemia"	252652
"3205"	6983	"Hyperphosphatemia Hyperostosis"	252652
"3206"	6984	"Hyperphosphatemia Hyperostosis Syndrome"	252652
"3207"	6985	"Hyperphosphatemia Tumoral Calcinosis"	252652
"3208"	6986	"Hyperphosphatemic Familial Tumoral Calcinosis"	252652
"3209"	6987	"Lipocalcinogranulomatosis"	252652
"3210"	6988	"Morbus Teutschlaender"	252652
"3211"	6989	"Primary Hyperphosphatemic Tumoral Calcinosis"	252652
"3212"	6990	"Teutschlaender Disease, Familial"	252652
"3213"	6991	"Tumoral Calcinosis, Primary Hyperphosphatemic"	252652
"3214"	6992	"Chromosome 11p13-P12 Deletion Syndrome"	252964
"3215"	6993	"WAGR Syndrome With Obesity"	252964
"3216"	6994	"WAGRO Syndrome"	252964
"3217"	6995	"CRGDKGPDC peptide"	254785
"3218"	6996	"iRGD peptide"	254785
"3219"	6997	"internalizing-RGD peptide"	254785
"3220"	6998	"Abdominal Neoplasm"	8
"3221"	6999	"Neoplasm, Abdominal"	8
"3222"	7000	"Neoplasms, Abdominal"	8
"3223"	7001	"Left Sided Breast Cancer"	478
"3224"	7002	"Left Sided Breast Neoplasm"	478
"3225"	7003	"Left Sided Breast Neoplasms"	478
"3226"	7004	"Left-Sided Breast Cancer"	478
"3227"	7005	"Left-Sided Breast Neoplasms"	478
"3228"	7006	"Right Sided Breast Cancer"	478
"3229"	7007	"Right Sided Breast Neoplasm"	478
"3230"	7008	"Right-Sided Breast Cancer"	478
"3231"	7009	"Right-Sided Breast Neoplasms"	478
"3232"	7010	"Unilateral Breast Cancer"	478
"3233"	7011	"Breast Cancer, Left-Sided"	478
"3234"	7012	"Breast Cancer, Right-Sided"	478
"3235"	7013	"Breast Cancer, Unilateral"	478
"3236"	7014	"Breast Cancers, Left-Sided"	478
"3237"	7015	"Breast Cancers, Right-Sided"	478
"3238"	7016	"Breast Cancers, Unilateral"	478
"3239"	7017	"Breast Neoplasm, Left-Sided"	478
"3240"	7018	"Breast Neoplasm, Right-Sided"	478
"3241"	7019	"Breast Neoplasm, Unilateral"	478
"3242"	7020	"Breast Neoplasms, Left-Sided"	478
"3243"	7021	"Breast Neoplasms, Right-Sided"	478
"3244"	7022	"Breast Neoplasms, Unilateral"	478
"3245"	7023	"Left-Sided Breast Cancers"	478
"3246"	7024	"Left-Sided Breast Neoplasm"	478
"3247"	7025	"Right Sided Breast Neoplasms"	478
"3248"	7026	"Right-Sided Breast Cancers"	478
"3249"	7027	"Right-Sided Breast Neoplasm"	478
"3250"	7028	"Unilateral Breast Cancers"	478
"3251"	7029	"Adrenocortical Cancer"	1347
"3252"	7030	"Cancer of Adrenal Cortex"	1347
"3253"	7031	"Adrenal Cortex Cancer"	1347
"3254"	7032	"Cancer of the Adrenal Cortex"	1347
"3255"	7033	"Neoplasms, Adrenal Cortex"	1347
"3256"	7034	"Adrenal Cortex Cancers"	1347
"3257"	7035	"Adrenal Cortex Neoplasm"	1347
"3258"	7036	"Adrenocortical Cancers"	1347
"3259"	7037	"Cancer, Adrenal Cortex"	1347
"3260"	7038	"Cancer, Adrenocortical"	1347
"3261"	7039	"Cancers, Adrenal Cortex"	1347
"3262"	7040	"Cancers, Adrenocortical"	1347
"3263"	7041	"Neoplasm, Adrenal Cortex"	1347
"3264"	7042	"Adrenal Cancer"	1351
"3265"	7043	"Adrenal Gland Cancer"	1351
"3266"	7044	"Adrenal Neoplasm"	1351
"3267"	7045	"Cancer of the Adrenal Gland"	1351
"3268"	7046	"Neoplasms, Adrenal Gland"	1351
"3269"	7047	"Adrenal Cancers"	1351
"3270"	7048	"Adrenal Gland Cancers"	1351
"3271"	7049	"Adrenal Gland Neoplasm"	1351
"3272"	7050	"Adrenal Neoplasms"	1351
"3273"	7051	"Cancer, Adrenal"	1351
"3274"	7052	"Cancer, Adrenal Gland"	1351
"3275"	7053	"Cancers, Adrenal"	1351
"3276"	7054	"Cancers, Adrenal Gland"	1351
"3277"	7055	"Neoplasm, Adrenal"	1351
"3278"	7056	"Neoplasm, Adrenal Gland"	1351
"3279"	7057	"Neoplasms, Adrenal"	1351
"3280"	7058	"Circumanal Gland Neoplasms"	1716
"3281"	7059	"Perianal Gland Neoplasms"	1716
"3282"	7060	"Neoplasms, Anal Gland"	1716
"3283"	7061	"Neoplasms, Circumanal Gland"	1716
"3284"	7062	"Neoplasms, Perianal Gland"	1716
"3285"	7063	"Anal Gland Neoplasm"	1716
"3286"	7064	"Circumanal Gland Neoplasm"	1716
"3287"	7065	"Neoplasm, Anal Gland"	1716
"3288"	7066	"Neoplasm, Circumanal Gland"	1716
"3289"	7067	"Neoplasm, Perianal Gland"	1716
"3290"	7068	"Perianal Gland Neoplasm"	1716
"3291"	7069	"Neoplasm Antibodies"	1920
"3292"	7070	"Tumor Antibodies"	1920
"3293"	7071	"Antibodies, Tumor"	1920
"3294"	7072	"Biliary Tract Cancer"	2636
"3295"	7073	"Cancer of Biliary Tract"	2636
"3296"	7074	"Cancer of the Biliary Tract"	2636
"3297"	7075	"Neoplasms, Biliary Tract"	2636
"3298"	7076	"Biliary Tract Cancers"	2636
"3299"	7077	"Biliary Tract Neoplasm"	2636
"3300"	7078	"Cancer, Biliary Tract"	2636
"3301"	7079	"Cancers, Biliary Tract"	2636
"3302"	7080	"Neoplasm, Biliary Tract"	2636
"3303"	7081	"Neoplasms, Bronchial"	2950
"3304"	7082	"Bronchial Neoplasm"	2950
"3305"	7083	"Neoplasm, Bronchial"	2950
"3306"	7084	"Cancer of Cecum"	3371
"3307"	7085	"Cecal Cancer"	3371
"3308"	7086	"Cancer of the Cecum"	3371
"3309"	7087	"Cancer, Cecal"	3371
"3310"	7088	"Neoplasms, Cecal"	3371
"3311"	7089	"Cecal Neoplasm"	3371
"3312"	7090	"Neoplasm, Cecal"	3371
"3313"	7091	"Benign Cerebellar Neoplasms"	3468
"3314"	7092	"Cerebellar Cancer"	3468
"3315"	7093	"Malignant Cerebellar Neoplasms"	3468
"3316"	7094	"Cerebellar Neoplasms, Benign"	3468
"3317"	7095	"Cerebellar Neoplasms, Malignant"	3468
"3318"	7096	"Cerebellar Neoplasms, Primary"	3468
"3319"	7097	"Cerebellar Tumors"	3468
"3320"	7098	"Neoplasms, Cerebellar"	3468
"3321"	7099	"Neoplasms, Cerebellar, Benign"	3468
"3322"	7100	"Neoplasms, Cerebellar, Malignant"	3468
"3323"	7101	"Neoplasms, Cerebellar, Primary"	3468
"3324"	7102	"Primary Neoplasms, Cerebellum"	3468
"3325"	7103	"Benign Cerebellar Neoplasm"	3468
"3326"	7104	"Cancer, Cerebellar"	3468
"3327"	7105	"Cerebellar Cancers"	3468
"3328"	7106	"Cerebellar Neoplasm"	3468
"3329"	7107	"Cerebellar Neoplasm, Benign"	3468
"3330"	7108	"Cerebellar Neoplasm, Malignant"	3468
"3331"	7109	"Cerebellar Neoplasm, Primary"	3468
"3332"	7110	"Cerebellar Tumor"	3468
"3333"	7111	"Cerebellum Primary Neoplasm"	3468
"3334"	7112	"Cerebellum Primary Neoplasms"	3468
"3335"	7113	"Malignant Cerebellar Neoplasm"	3468
"3336"	7114	"Neoplasm, Benign Cerebellar"	3468
"3337"	7115	"Neoplasm, Cerebellar"	3468
"3338"	7116	"Neoplasm, Cerebellum Primary"	3468
"3339"	7117	"Neoplasm, Malignant Cerebellar"	3468
"3340"	7118	"Primary Cerebellar Neoplasm"	3468
"3341"	7119	"Primary Cerebellar Neoplasms"	3468
"3342"	7120	"Primary Neoplasm, Cerebellum"	3468
"3343"	7121	"Tumor, Cerebellar"	3468
"3344"	7122	"Choroidal Neoplasms"	3761
"3345"	7123	"Choroid Neoplasm"	3761
"3346"	7124	"Choroidal Neoplasm"	3761
"3347"	7125	"Neoplasm, Choroid"	3761
"3348"	7126	"Neoplasm, Choroidal"	3761
"3349"	7127	"Neoplasms, Choroid"	3761
"3350"	7128	"Neoplasms, Choroidal"	3761
"3351"	7129	"Conjunctival Neoplasm"	4146
"3352"	7130	"Neoplasm, Conjunctival"	4146
"3353"	7131	"Neoplasms, Conjunctival"	4146
"3354"	7132	"Cranial Neuroma, Benign"	4298
"3355"	7133	"Benign Cranial Nerve Neoplasms"	4298
"3356"	7134	"Benign Cranial Nerve Tumors"	4298
"3357"	7135	"Cranial Nerve Neoplasms, Benign"	4298
"3358"	7136	"Cranial Nerve Neoplasms, Malignant"	4298
"3359"	7137	"Cranial Nerve Tumors, Benign"	4298
"3360"	7138	"Cranial Nerve Tumors, Malignant"	4298
"3361"	7139	"Malignant Cranial Nerve Neoplasms"	4298
"3362"	7140	"Malignant Cranial Nerve Tumors"	4298
"3363"	7141	"Neoplasms, Cranial Nerve"	4298
"3364"	7142	"Neoplasms, Cranial Nerve, Benign"	4298
"3365"	7143	"Neoplasms, Cranial Nerve, Malignant"	4298
"3366"	7144	"Tumors, Cranial Nerve, Benign"	4298
"3367"	7145	"Tumors, Cranial Nerve, Malignant"	4298
"3368"	7146	"Benign Cranial Neuroma"	4298
"3369"	7147	"Benign Cranial Neuromas"	4298
"3370"	7148	"Cranial Nerve Neoplasm"	4298
"3371"	7149	"Cranial Neuromas, Benign"	4298
"3372"	7150	"Neoplasm, Cranial Nerve"	4298
"3373"	7151	"Neuroma, Benign Cranial"	4298
"3374"	7152	"Neuromas, Benign Cranial"	4298
"3375"	7153	"Neoplasm DNA"	5141
"3376"	7154	"Cancer of Duodenum"	5245
"3377"	7155	"Cancer of the Duodenum"	5245
"3378"	7156	"Duodenal Cancer"	5245
"3379"	7157	"Cancer, Duodenal"	5245
"3380"	7158	"Duodenal Neoplasm"	5245
"3381"	7159	"Duodenum Cancer"	5245
"3382"	7160	"Neoplasm, Duodenal"	5245
"3383"	7161	"Neoplasms, Duodenal"	5245
"3384"	7162	"Auricular Cancer"	5294
"3385"	7163	"Auricular Neoplasms"	5294
"3386"	7164	"Cancer of Ear"	5294
"3387"	7165	"Ear Cancer"	5294
"3388"	7166	"Cancer of Ear Auricle"	5294
"3389"	7167	"Cancer of the Ear"	5294
"3390"	7168	"Neoplasms of Ear Auricle"	5294
"3391"	7169	"Neoplasms, Auricular"	5294
"3392"	7170	"Neoplasms, Ear"	5294
"3393"	7171	"Auricular Cancers"	5294
"3394"	7172	"Cancer, Auricular"	5294
"3395"	7173	"Cancers, Auricular"	5294
"3396"	7174	"Ear Auricle Cancer"	5294
"3397"	7175	"Ear Auricle Cancers"	5294
"3398"	7176	"Ear Auricle Neoplasm"	5294
"3399"	7177	"Ear Auricle Neoplasms"	5294
"3400"	7178	"Ear Neoplasm"	5294
"3401"	7179	"Neoplasm, Ear"	5294
"3402"	7180	"Cancer of Endocrine Gland"	5555
"3403"	7181	"Endocrine Cancer"	5555
"3404"	7182	"Endocrine Gland Cancer"	5555
"3405"	7183	"Cancer of the Endocrine Gland"	5555
"3406"	7184	"Carcinoma of Endocrine Gland"	5555
"3407"	7185	"Endocrine Gland Carcinoma"	5555
"3408"	7186	"Neoplasms, Endocrine Gland"	5555
"3409"	7187	"Cancer, Endocrine"	5555
"3410"	7188	"Cancer, Endocrine Gland"	5555
"3411"	7189	"Cancers, Endocrine"	5555
"3412"	7190	"Carcinoma, Endocrine Gland"	5555
"3413"	7191	"Endocrine Cancers"	5555
"3414"	7192	"Endocrine Gland Neoplasm"	5555
"3415"	7193	"Neoplasm, Endocrine Gland"	5555
"3416"	7194	"Eyelid Neoplasm"	5977
"3417"	7195	"Neoplasm, Eyelid"	5977
"3418"	7196	"Neoplasms, Eyelid"	5977
"3419"	7197	"Facial Neoplasm"	5988
"3420"	7198	"Neoplasm, Facial"	5988
"3421"	7199	"Neoplasms, Facial"	5988
"3422"	7200	"Femoral Neoplasm"	6096
"3423"	7201	"Neoplasm, Femoral"	6096
"3424"	7202	"Neoplasms, Femoral"	6096
"3425"	7203	"Gastrointestinal Cancer"	6579
"3426"	7204	"Cancer of Gastrointestinal Tract"	6579
"3427"	7205	"Cancer of the Gastrointestinal Tract"	6579
"3428"	7206	"Neoplasms, Gastrointestinal"	6579
"3429"	7207	"gastrointestin tumor"	6579
"3430"	7208	"Cancers, Gastrointestinal"	6579
"3431"	7209	"Gastrointestinal Cancers"	6579
"3432"	7210	"Gastrointestinal Neoplasm"	6579
"3433"	7211	"Gastrointestinal Tract Cancer"	6579
"3434"	7212	"Gastrointestinal Tract Cancers"	6579
"3435"	7213	"Neoplasm, Gastrointestinal"	6579
"3436"	7214	"Male Genital Neoplasms"	6639
"3437"	7215	"Neoplasms, Male Genital"	6639
"3438"	7216	"Genital Neoplasm, Male"	6639
"3439"	7217	"Male Genital Neoplasm"	6639
"3440"	7218	"Neoplasm, Male Genital"	6639
"3441"	7219	"Epulis, Congenital"	6692
"3442"	7220	"Congenital Epulides"	6692
"3443"	7221	"Congenital Epulis"	6692
"3444"	7222	"Epulides, Congenital"	6692
"3445"	7223	"Neoplasms, Gingival"	6692
"3446"	7224	"Gingival Neoplasm"	6692
"3447"	7225	"Neoplasm, Gingival"	6692
"3448"	7226	"Cardiac Cancer"	7119
"3449"	7227	"Cardiac Carcinoma"	7119
"3450"	7228	"Cardiac Neoplasms"	7119
"3451"	7229	"Cardiac Tumor"	7119
"3452"	7230	"Cardiac Tumors"	7119
"3453"	7231	"Heart Cancer"	7119
"3454"	7232	"Heart Tumor"	7119
"3455"	7233	"Intracavitary Tumors of the Heart"	7119
"3456"	7234	"Myocardial Tumors (Rhabdomyomas and Fibromas)"	7119
"3457"	7235	"Neoplasms, Cardiac"	7119
"3458"	7236	"Neoplasms, Heart"	7119
"3459"	7237	"Primary Cardiac Tumors, Childhood"	7119
"3460"	7238	"Cancer, Cardiac"	7119
"3461"	7239	"Cancer, Heart"	7119
"3462"	7240	"Cancers, Cardiac"	7119
"3463"	7241	"Cancers, Heart"	7119
"3464"	7242	"Carcinoma, Cardiac"	7119
"3465"	7243	"Carcinomas, Cardiac"	7119
"3466"	7244	"Cardiac Cancers"	7119
"3467"	7245	"Cardiac Carcinomas"	7119
"3468"	7246	"Cardiac Neoplasm"	7119
"3469"	7247	"Heart Cancers"	7119
"3470"	7248	"Heart Neoplasm"	7119
"3471"	7249	"Heart Tumors"	7119
"3472"	7250	"Myocardial Tumor (Rhabdomyomas and Fibromas)"	7119
"3473"	7251	"Neoplasm, Cardiac"	7119
"3474"	7252	"Neoplasm, Heart"	7119
"3475"	7253	"Tumor, Cardiac"	7119
"3476"	7254	"Tumor, Heart"	7119
"3477"	7255	"Tumor, Myocardial (Rhabdomyomas and Fibromas)"	7119
"3478"	7256	"Tumors, Cardiac"	7119
"3479"	7257	"Tumors, Heart"	7119
"3480"	7258	"Tumors, Myocardial (Rhabdomyomas and Fibromas)"	7119
"3481"	7259	"Hypothalamic Tumors"	7772
"3482"	7260	"Hypothalamic-Chiasmatic Neoplasms"	7772
"3483"	7261	"Hypothalamic-Pituitary Neoplasms"	7772
"3484"	7262	"Benign Hypothalamic Neoplasms"	7772
"3485"	7263	"Hypothalamic Cancer"	7772
"3486"	7264	"Hypothalamic Neoplasms, Benign"	7772
"3487"	7265	"Hypothalamic Neoplasms, Malignant"	7772
"3488"	7266	"Hypothalamic Teratomas"	7772
"3489"	7267	"Hypothalamo-Neurohypophysial Region Neoplasms"	7772
"3490"	7268	"Hypothalamus Neoplasms"	7772
"3491"	7269	"Malignant Hypothalamic Neoplasms"	7772
"3492"	7270	"Neoplasms, Hypothalamic"	7772
"3493"	7271	"Neoplasms, Hypothalamic, Benign"	7772
"3494"	7272	"Neoplasms, Hypothalamic, Malignant"	7772
"3495"	7273	"Neoplasms, Hypothalamic-Chiasmatic"	7772
"3496"	7274	"Neoplasms, Hypothalamic-Pituitary"	7772
"3497"	7275	"Neoplasms, Hypothalamo-Neurohypophysial Region"	7772
"3498"	7276	"Neoplasms, Hypothalamus"	7772
"3499"	7277	"Tumors, Hypothalamus"	7772
"3500"	7278	"Benign Hypothalamic Neoplasm"	7772
"3501"	7279	"Cancer, Hypothalamic"	7772
"3502"	7280	"Cancers, Hypothalamic"	7772
"3503"	7281	"Hypothalamic Cancers"	7772
"3504"	7282	"Hypothalamic Chiasmatic Neoplasms"	7772
"3505"	7283	"Hypothalamic Neoplasm"	7772
"3506"	7284	"Hypothalamic Neoplasm, Malignant"	7772
"3507"	7285	"Hypothalamic Pituitary Neoplasms"	7772
"3508"	7286	"Hypothalamic Teratoma"	7772
"3509"	7287	"Hypothalamic Tumor"	7772
"3510"	7288	"Hypothalamic-Chiasmatic Neoplasm"	7772
"3511"	7289	"Hypothalamic-Pituitary Neoplasm"	7772
"3512"	7290	"Hypothalamo Neurohypophysial Region Neoplasms"	7772
"3513"	7291	"Hypothalamo-Neurohypophysial Region Neoplasm"	7772
"3514"	7292	"Hypothalamus Neoplasm"	7772
"3515"	7293	"Hypothalamus Tumor"	7772
"3516"	7294	"Hypothalamus Tumors"	7772
"3517"	7295	"Malignant Hypothalamic Neoplasm"	7772
"3518"	7296	"Neoplasm, Benign Hypothalamic"	7772
"3519"	7297	"Neoplasm, Hypothalamic"	7772
"3520"	7298	"Neoplasm, Hypothalamic-Chiasmatic"	7772
"3521"	7299	"Neoplasm, Hypothalamic-Pituitary"	7772
"3522"	7300	"Neoplasm, Hypothalamo-Neurohypophysial Region"	7772
"3523"	7301	"Neoplasm, Hypothalamus"	7772
"3524"	7302	"Neoplasm, Malignant Hypothalamic"	7772
"3525"	7303	"Neoplasms, Hypothalamic Chiasmatic"	7772
"3526"	7304	"Neoplasms, Hypothalamic Pituitary"	7772
"3527"	7305	"Neoplasms, Hypothalamo Neurohypophysial Region"	7772
"3528"	7306	"Neoplasms, Malignant Hypothalamic"	7772
"3529"	7307	"Teratoma, Hypothalamic"	7772
"3530"	7308	"Teratomas, Hypothalamic"	7772
"3531"	7309	"Tumor, Hypothalamic"	7772
"3532"	7310	"Tumor, Hypothalamus"	7772
"3533"	7311	"Tumors, Hypothalamic"	7772
"3534"	7312	"Cancer of ILEUM"	7819
"3535"	7313	"Cancer of the ILEUM"	7819
"3536"	7314	"Cancer, Ileal"	7819
"3537"	7315	"Ileal Cancer"	7819
"3538"	7316	"Cancers, Ileal"	7819
"3539"	7317	"ILEUM Cancer"	7819
"3540"	7318	"ILEUM Cancers"	7819
"3541"	7319	"Ileal Cancers"	7819
"3542"	7320	"Ileal Neoplasm"	7819
"3543"	7321	"Neoplasm, Ileal"	7819
"3544"	7322	"Neoplasms, Ileal"	7819
"3545"	7323	"Cancer of Intestines"	8141
"3546"	7324	"Intestinal Cancer"	8141
"3547"	7325	"Cancer of the Intestines"	8141
"3548"	7326	"Intestines Cancer"	8141
"3549"	7327	"Intestines Neoplasms"	8141
"3550"	7328	"Neoplasms, Intestinal"	8141
"3551"	7329	"Cancer, Intestinal"	8141
"3552"	7330	"Cancer, Intestines"	8141
"3553"	7331	"Cancers, Intestinal"	8141
"3554"	7332	"Cancers, Intestines"	8141
"3555"	7333	"Intestinal Cancers"	8141
"3556"	7334	"Intestinal Neoplasm"	8141
"3557"	7335	"Intestines Cancers"	8141
"3558"	7336	"Intestines Neoplasm"	8141
"3559"	7337	"intestin tumor"	8141
"3560"	7338	"Neoplasm, Intestines"	8141
"3561"	7339	"Neoplasms, Intestines"	8141
"3562"	7340	"Cancer of Jaw"	8296
"3563"	7341	"Jaw Cancer"	8296
"3564"	7342	"Cancer of the Jaw"	8296
"3565"	7343	"Neoplasms, Jaw"	8296
"3566"	7344	"Cancer, Jaw"	8296
"3567"	7345	"Cancers, Jaw"	8296
"3568"	7346	"Jaw Cancers"	8296
"3569"	7347	"Jaw Neoplasm"	8296
"3570"	7348	"Neoplasm, Jaw"	8296
"3571"	7349	"Cancer of Jejunum"	8303
"3572"	7350	"Cancer of the Jejunum"	8303
"3573"	7351	"Cancer, Jejunal"	8303
"3574"	7352	"Jejunal Cancer"	8303
"3575"	7353	"Cancers, Jejunal"	8303
"3576"	7354	"Jejunal Cancers"	8303
"3577"	7355	"Jejunal Neoplasm"	8303
"3578"	7356	"Jejunum Cancer"	8303
"3579"	7357	"Jejunum Cancers"	8303
"3580"	7358	"Neoplasm, Jejunal"	8303
"3581"	7359	"Neoplasms, Jejunal"	8303
"3582"	7360	"Hepatoma, Experimental"	8807
"3583"	7361	"Hepatoma, Morris"	8807
"3584"	7362	"Hepatoma, Novikoff"	8807
"3585"	7363	"Experimental Hepatoma"	8807
"3586"	7364	"Experimental Hepatomas"	8807
"3587"	7365	"Experimental Liver Neoplasms"	8807
"3588"	7366	"Hepatomas, Experimental"	8807
"3589"	7367	"Neoplasms, Experimental Liver"	8807
"3590"	7368	"Experimental Liver Neoplasm"	8807
"3591"	7369	"Liver Neoplasm, Experimental"	8807
"3592"	7370	"Morris Hepatoma"	8807
"3593"	7371	"Novikoff Hepatoma"	8807
"3594"	7372	"Cancer of Lung"	8865
"3595"	7373	"Lung Cancer"	8865
"3596"	7374	"Pulmonary Cancer"	8865
"3597"	7375	"Pulmonary Neoplasms"	8865
"3598"	7376	"Cancer of the Lung"	8865
"3599"	7377	"lung carcinogenesis"	8865
"3600"	7378	"A 549"	8865
"3601"	7379	"nci-h460"	8865
"3602"	7380	"a-549"	8865
"3603"	7381	"lung tumor"	8865
"3604"	7382	"A549"	8865
"3605"	7383	"h460"	8865
"3606"	7384	"Lung Neoplasm"	8865
"3607"	7385	"lung carcinoma"	8865
"3608"	7386	"h-1299"	8865
"3609"	7387	"h446"	8865
"3610"	7388	"Pulmonary Neoplasm"	8865
"3611"	7389	"Experimental Mammary Neoplasms"	9009
"3612"	7390	"Neoplasms, Experimental Mammary"	9009
"3613"	7391	"Experimental Mammary Neoplasm"	9009
"3614"	7392	"Mammary Neoplasm, Experimental"	9009
"3615"	7393	"Neoplasm, Experimental Mammary"	9009
"3616"	7394	"Mandibular Neoplasm"	9023
"3617"	7395	"Neoplasm, Mandibular"	9023
"3618"	7396	"Neoplasms, Mandibular"	9023
"3619"	7397	"Maxillary Neoplasm"	9117
"3620"	7398	"Neoplasm, Maxillary"	9117
"3621"	7399	"Neoplasms, Maxillary"	9117
"3622"	7400	"Cancer of Maxillary Sinus"	9120
"3623"	7401	"Maxillary Sinus Cancer"	9120
"3624"	7402	"Neoplasms, Maxillary Sinus"	9120
"3625"	7403	"Cancer, Maxillary Sinus"	9120
"3626"	7404	"Cancers, Maxillary Sinus"	9120
"3627"	7405	"Maxillary Sinus Cancers"	9120
"3628"	7406	"Maxillary Sinus Neoplasm"	9120
"3629"	7407	"Neoplasm, Maxillary Sinus"	9120
"3630"	7408	"Cancer of Mediastinum"	9155
"3631"	7409	"Mediastinal Cancer"	9155
"3632"	7410	"Cancer of the Mediastinum"	9155
"3633"	7411	"Mediastinum Cancer"	9155
"3634"	7412	"Mediastinum Neoplasms"	9155
"3635"	7413	"Neoplasms, Mediastinal"	9155
"3636"	7414	"Cancer, Mediastinal"	9155
"3637"	7415	"Cancer, Mediastinum"	9155
"3638"	7416	"Cancers, Mediastinal"	9155
"3639"	7417	"Cancers, Mediastinum"	9155
"3640"	7418	"Mediastinal Cancers"	9155
"3641"	7419	"Mediastinal Neoplasm"	9155
"3642"	7420	"Mediastinum Cancers"	9155
"3643"	7421	"Mediastinum Neoplasm"	9155
"3644"	7422	"Neoplasm, Mediastinal"	9155
"3645"	7423	"Neoplasm, Mediastinum"	9155
"3646"	7424	"Neoplasms, Mediastinum"	9155
"3647"	7425	"Intracranial Meningeal Neoplasms"	9253
"3648"	7426	"Spinal Meningeal Neoplasms"	9253
"3649"	7427	"Benign Meningeal Neoplasms"	9253
"3650"	7428	"Leptomeningeal Neoplasms"	9253
"3651"	7429	"Malignant Meningeal Neoplasms"	9253
"3652"	7430	"Meningeal Cancer"	9253
"3653"	7431	"Meningeal Neoplasms, Benign"	9253
"3654"	7432	"Meningeal Neoplasms, Intracranial"	9253
"3655"	7433	"Meningeal Neoplasms, Malignant"	9253
"3656"	7434	"Meningeal Tumors"	9253
"3657"	7435	"Neoplasms, Leptomeningeal"	9253
"3658"	7436	"Neoplasms, Meningeal"	9253
"3659"	7437	"Benign Meningeal Neoplasm"	9253
"3660"	7438	"Cancer, Meningeal"	9253
"3661"	7439	"Cancers, Meningeal"	9253
"3662"	7440	"Intracranial Meningeal Neoplasm"	9253
"3663"	7441	"Leptomeningeal Neoplasm"	9253
"3664"	7442	"Malignant Meningeal Neoplasm"	9253
"3665"	7443	"Meningeal Cancers"	9253
"3666"	7444	"Meningeal Neoplasm"	9253
"3667"	7445	"Meningeal Neoplasm, Benign"	9253
"3668"	7446	"Meningeal Neoplasm, Intracranial"	9253
"3669"	7447	"Meningeal Neoplasm, Malignant"	9253
"3670"	7448	"Meningeal Neoplasm, Spinal"	9253
"3671"	7449	"Meningeal Neoplasms, Spinal"	9253
"3672"	7450	"Meningeal Tumor"	9253
"3673"	7451	"Neoplasm, Benign Meningeal"	9253
"3674"	7452	"Neoplasm, Intracranial Meningeal"	9253
"3675"	7453	"Neoplasm, Leptomeningeal"	9253
"3676"	7454	"Neoplasm, Malignant Meningeal"	9253
"3677"	7455	"Neoplasm, Meningeal"	9253
"3678"	7456	"Neoplasm, Spinal Meningeal"	9253
"3679"	7457	"Neoplasms, Benign Meningeal"	9253
"3680"	7458	"Neoplasms, Intracranial Meningeal"	9253
"3681"	7459	"Neoplasms, Malignant Meningeal"	9253
"3682"	7460	"Neoplasms, Spinal Meningeal"	9253
"3683"	7461	"Spinal Meningeal Neoplasm"	9253
"3684"	7462	"Tumor, Meningeal"	9253
"3685"	7463	"Tumors, Meningeal"	9253
"3686"	7464	"Invasiveness, Neoplasm"	9999
"3687"	7465	"Neoplasm Invasion"	9999
"3688"	7466	"Invasion, Neoplasm"	9999
"3689"	7467	"Metastasis"	10000
"3690"	7468	"Metastases, Neoplasm"	10000
"3691"	7469	"Metastasis, Neoplasm"	10000
"3692"	7470	"Neoplasm Metastases"	10000
"3693"	7471	"Metastases"	10000
"3694"	7472	"Local Neoplasm Recurrence"	10002
