"idequivalence_relationship"	"equivalence_term"	"term_descritor_idterm_descritor"
"67196"	67528	"pyridoxal kinase"	11939
"67197"	67529	"C21orf97"	11939
"67198"	67530	"C21orf124"	11939
"67199"	67531	"PNK"	11939
"67200"	67532	"PKH"	11939
"67201"	67533	"FLJ21324"	11939
"67202"	67534	"PRED79"	11939
"67203"	67535	"FLJ31940"	11939
"67204"	67536	"MGC15873"	11939
"67205"	67537	"HEL-S-1a"	11939
"67206"	67538	"PDXP"	11940
"67207"	67539	"pyridoxal phosphatase"	11940
"67208"	67540	"dJ37E16.5"	11940
"67209"	67541	"FLJ32703"	11940
"67210"	67542	"CIN"	11940
"67211"	67543	"chronophin"	11940
"67212"	67544	"PLP"	11940
"67213"	67545	"PDYN"	11941
"67214"	67546	"prodynorphin"	11941
"67215"	67547	"SCA23"	11941
"67216"	67548	"PENKB"	11941
"67217"	67549	"ADCA"	11941
"67218"	67550	"preproenkephalin B"	11941
"67219"	67551	"rimorphin"	11941
"67220"	67552	"beta-neoendorphin"	11941
"67221"	67553	"dynorphin"	11941
"67222"	67554	"leu-enkephalin"	11941
"67223"	67555	"leumorphin"	11941
"67224"	67556	"neoendorphin-dynorphin-enkephalin prepropeptide"	11941
"67225"	67557	"PDZD2"	11942
"67226"	67558	"PDZ domain containing 2"	11942
"67227"	67559	"PDZK3"	11942
"67228"	67560	"KIAA0300"	11942
"67229"	67561	"AIPC"	11942
"67230"	67562	"PAPIN"	11942
"67231"	67564	"PDZD3"	11943
"67232"	67565	"PDZ domain containing 3"	11943
"67233"	67566	"PDZK2"	11943
"67234"	67567	"FLJ22756"	11943
"67235"	67568	"IKEPP"	11943
"67236"	67569	"NHERF4"	11943
"67237"	67570	"PDZD4"	11944
"67238"	67571	"PDZ domain containing 4"	11944
"67239"	67572	"PDZK4"	11944
"67240"	67573	"KIAA1444"	11944
"67241"	67574	"LU1"	11944
"67242"	67575	"FLJ34125"	11944
"67243"	67576	"PDZRN4L"	11944
"67244"	67577	"LNX5"	11944
"67245"	67578	"PDZD7"	11945
"67246"	67579	"PDZ domain containing 7"	11945
"67247"	67580	"PDZK7"	11945
"67248"	67581	"DFNB57"	11945
"67249"	67582	"FLJ23209"	11945
"67250"	67583	"bA108L7.8"	11945
"67251"	67584	"PDZD8"	11946
"67252"	67585	"PDZ domain containing 8"	11946
"67253"	67586	"PDZK8"	11946
"67254"	67587	"bA129M16.2"	11946
"67255"	67588	"FLJ34427"	11946
"67256"	67589	"PDZD9"	11947
"67257"	67590	"PDZ domain containing 9"	11947
"67258"	67591	"C16orf65"	11947
"67259"	67592	"MGC50721"	11947
"67260"	67593	"PDZD11"	11948
"67261"	67594	"PDZ domain containing 11"	11948
"67262"	67595	"PDZK11"	11948
"67263"	67596	"AIPP1"	11948
"67264"	67597	"PISP"	11948
"67265"	67598	"PDZK1"	11949
"67266"	67599	"PDZ domain containing 1"	11949
"67267"	67600	"PDZD1"	11949
"67268"	67601	"NHERF3"	11949
"67269"	67602	"CAP70"	11949
"67270"	67603	"CLAMP"	11949
"67271"	67604	"NHERF-3"	11949
"67272"	67605	"PDZK1IP1"	11950
"67273"	67606	"PDZK1 interacting protein 1"	11950
"67274"	67607	"DD96"	11950
"67275"	67608	"MAP17"	11950
"67276"	67609	"SPAP"	11950
"67277"	67610	"PDZRN3"	11951
"67278"	67611	"PDZ domain containing ring finger 3"	11951
"67279"	67612	"KIAA1095"	11951
"67280"	67613	"SEMACAP3"	11951
"67281"	67614	"LNX3"	11951
"67282"	67615	"likely ortholog of mouse semaF cytoplasmic domain associated protein 3"	11951
"67283"	67616	"SEMCAP3"	11951
"67284"	67617	"PDZRN4"	11952
"67285"	67618	"PDZ domain containing ring finger 4"	11952
"67286"	67619	"DKFZp434B0417"	11952
"67287"	67620	"LNX4"	11952
"67288"	67621	"FLJ33777"	11952
"67289"	67622	"IMAGE5767589"	11952
"67290"	67623	"similar to semaF cytoplasmic domain associated protein 3"	11952
"67291"	67624	"SAMCAP3L"	11952
"67292"	67625	"PEA15"	11953
"67293"	67626	"proliferation and apoptosis adaptor protein 15"	11953
"67294"	67627	"HMAT1"	11953
"67295"	67628	"MAT1"	11953
"67296"	67629	"PED"	11953
"67297"	67630	"PEA-15"	11953
"67298"	67631	"MAT1H"	11953
"67299"	67632	"HUMMAT1H"	11953
"67300"	67633	"PED-PEA15"	11953
"67301"	67634	"PED/PEA15"	11953
"67302"	67635	"Phosphoprotein enriched in astrocytes, 15kD"	11953
"67303"	67636	"homolog of mouse MAT-1 oncogene"	11953
"67304"	67637	"Phosphoprotein enriched in diabetes"	11953
"67305"	67638	"PEAK1"	11954
"67306"	67639	"pseudopodium enriched atypical kinase 1"	11954
"67307"	67640	"KIAA2002"	11954
"67308"	67641	"sgk269"	11954
"67309"	67642	"SGK269"	11954
"67310"	67643	"PEAK3"	11955
"67311"	67644	"PEAK family member 3"	11955
"67312"	67645	"C19orf35"	11955
"67313"	67646	"FLJ45778"	11955
"67314"	67647	"PEAR1"	11956
"67315"	67648	"platelet endothelial aggregation receptor 1"	11956
"67316"	67649	"MEGF12"	11956
"67317"	67650	"JEDI"	11956
"67318"	67651	"FLJ00193"	11956
"67319"	67652	"PEBP1"	11957
"67320"	67653	"phosphatidylethanolamine binding protein 1"	11957
"67321"	67654	"PBP"	11957
"67322"	67655	"RKIP"	11957
"67323"	67656	"HCNP"	11957
"67324"	67657	"PEBP"	11957
"67325"	67658	"Raf kinase inhibitory protein"	11957
"67326"	67659	"hippocampal cholinergic neurostimulating peptide"	11957
"67327"	67660	"HCNPpp"	11957
"67328"	67661	"HEL-210"	11957
"67329"	67662	"HEL-S-34"	11957
"67330"	67663	"HEL-S-96"	11957
"67331"	67664	"PEBP-1"	11957
"67332"	67665	"PEBP4"	11958
"67333"	67666	"phosphatidylethanolamine binding protein 4"	11958
"67334"	67667	"MGC22776"	11958
"67335"	67668	"CORK1"	11958
"67336"	67669	"hPEBP4"	11958
"67337"	67670	"cousin-of-RKIP 1 protein"	11958
"67338"	67671	"CORK-1"	11958
"67339"	67672	"GWTM1933"	11958
"67340"	67673	"HEL-S-300"	11958
"67341"	67674	"PEBP-4"	11958
"67342"	67675	"PRO4408"	11958
"67343"	67676	"PECAM1"	11959
"67344"	67677	"platelet and endothelial cell adhesion molecule 1"	11959
"67345"	67678	"CD31"	11959
"67346"	67679	"CD31 antigen"	11959
"67347"	67680	"CD31/EndoCAM"	11959
"67348"	67681	"GPIIA'"	11959
"67349"	67682	"PECA1"	11959
"67350"	67683	"PECAM-1"	11959
"67351"	67684	"endoCAM"	11959
"67352"	67685	"PECR"	11960
"67353"	67686	"peroxisomal trans-2-enoyl-CoA reductase"	11960
"67354"	67687	"HSA250303"	11960
"67355"	67688	"TERP"	11960
"67356"	67689	"SDR29C1"	11960
"67357"	67690	"short chain dehydrogenase/reductase family 29C, member 1"	11960
"67358"	67691	"DCRRP"	11960
"67359"	67692	"HPDHASE"	11960
"67360"	67693	"PVIARL"	11960
"67361"	67694	"PEF1"	11961
"67362"	67695	"penta-EF-hand domain containing 1"	11961
"67363"	67696	"PEF1A"	11961
"67364"	67697	"peflin"	11961
"67365"	67698	"ABP32"	11961
"67366"	67699	"PEG3"	11962
"67367"	67700	"paternally expressed 3"	11962
"67368"	67701	"ZKSCAN22"	11962
"67369"	67702	"KIAA0287"	11962
"67370"	67703	"ZNF904"	11962
"67371"	67704	"ZSCAN24"	11962
"67372"	67705	"PW1"	11962
"67373"	67706	"PEG10"	11963
"67374"	67707	"paternally expressed 10"	11963
"67375"	67708	"KIAA1051"	11963
"67376"	67709	"HB-1"	11963
"67377"	67710	"MEF3L"	11963
"67378"	67711	"RGAG3"	11963
"67379"	67712	"Mar2"	11963
"67380"	67713	"Mart2"	11963
"67381"	67714	"SIRH1"	11963
"67382"	67715	"RTL2"	11963
"67383"	67716	"Sushi-Ichi retrotransposon homolog 1"	11963
"67384"	67717	"mammalian retrotransposon-derived 2"	11963
"67385"	67718	"retrotransposon Gag like 2"	11963
"67386"	67719	"EDR"	11963
"67387"	67720	"PELI1"	11964
"67388"	67721	"pellino E3 ubiquitin protein ligase 1"	11964
"67389"	67722	"PELI2"	11965
"67390"	67723	"pellino E3 ubiquitin protein ligase family member 2"	11965
"67391"	67724	"PELI3"	11966
"67392"	67725	"pellino E3 ubiquitin protein ligase family member 3"	11966
"67393"	67726	"MGC35521"	11966
"67394"	67727	"PELO"	11967
"67395"	67728	"pelota mRNA surveillance and ribosome rescue factor"	11967
"67396"	67729	"CGI-17"	11967
"67397"	67730	"PRO1770"	11967
"67398"	67731	"PELP1"	11968
"67399"	67732	"proline, glutamate and leucine rich protein 1"	11968
"67400"	67733	"MNAR"	11968
"67401"	67734	"P160"	11968
"67402"	67735	"PEMT"	11969
"67403"	67736	"phosphatidylethanolamine N-methyltransferase"	11969
"67404"	67737	"PEMPT"	11969
"67405"	67738	"PEMT2"	11969
"67406"	67739	"PEAMT"	11969
"67407"	67740	"PLMT"	11969
"67408"	67741	"PNMT"	11969
"67409"	67742	"PENK"	11970
"67410"	67743	"proenkephalin"	11970
"67411"	67744	"preproenkephalin"	11970
"67412"	67745	"PE"	11970
"67413"	67746	"PENK-A"	11970
"67414"	67747	"PEPD"	11971
"67415"	67748	"peptidase D"	11971
"67416"	67749	"prolidase"	11971
"67417"	67750	"PROLIDASE"	11971
"67418"	67751	"PER1"	11972
"67419"	67752	"period circadian regulator 1"	11972
"67420"	67754	"RIGUI"	11972
"67421"	67755	"hPER"	11972
"67422"	67756	"PER2"	11973
"67423"	67757	"period circadian regulator 2"	11973
"67424"	67758	"KIAA0347"	11973
"67425"	67759	"FASPS"	11973
"67426"	67760	"FASPS1"	11973
"67427"	67761	"PER3"	11974
"67428"	67762	"period circadian regulator 3"	11974
"67429"	67763	"FASPS3"	11974
"67430"	67764	"GIG13"	11974
"67431"	67765	"PERM1"	11975
"67432"	67766	"PPARGC1 and ESRR induced regulator, muscle 1"	11975
"67433"	67767	"C1orf170"	11975
"67434"	67768	"MGC13275"	11975
"67435"	67769	"RP11-54O7.8"	11975
"67436"	67770	"Perm1"	11975
"67437"	67771	"PGC-1- and ERR-induced regulator in muscle 1"	11975
"67438"	67772	"PERP"	11976
"67439"	67773	"PERP, TP53 apoptosis effector"	11976
"67440"	67774	"PIGPC1"	11976
"67441"	67775	"dJ496H19.1"	11976
"67442"	67776	"KCP1"	11976
"67443"	67777	"THW"	11976
"67444"	67778	"KRTCAP1"	11976
"67445"	67779	"keratinocyte associated protein 1"	11976
"67446"	67780	"PES1"	11977
"67447"	67781	"pescadillo ribosomal biogenesis factor 1"	11977
"67448"	67782	"PES"	11977
"67449"	67783	"NOP7"	11977
"67450"	67784	"PET100"	11978
"67451"	67785	"PET100 homolog"	11978
"67452"	67786	"C19orf79"	11978
"67453"	67787	"PET117"	11979
"67454"	67788	"PET117 homolog"	11979
"67455"	67789	"CSRP2BP"	11979
"67456"	67790	"PEX1"	11980
"67457"	67791	"peroxisomal biogenesis factor 1"	11980
"67458"	67792	"ZWS1"	11980
"67459"	67793	"ZWS"	11980
"67460"	67794	"HMLR1"	11980
"67461"	67795	"PBD1A"	11980
"67462"	67796	"PBD1B"	11980
"67463"	67797	"PEX2"	11981
"67464"	67798	"peroxisomal biogenesis factor 2"	11981
"67465"	67799	"PXMP3"	11981
"67466"	67800	"PMP35"	11981
"67467"	67801	"PAF-1"	11981
"67468"	67802	"RNF72"	11981
"67469"	67803	"ZWS3"	11981
"67470"	67804	"Zellweger syndrome"	11981
"67471"	67805	"peroxin 2"	11981
"67472"	67806	"PAF1"	11981
"67473"	67807	"PBD5A"	11981
"67474"	67808	"PBD5B"	11981
"67475"	67809	"PMP3"	11981
"67476"	67810	"PEX3"	11982
"67477"	67811	"peroxisomal biogenesis factor 3"	11982
"67478"	67812	"PBD10A"	11982
"67479"	67813	"PBD10B"	11982
"67480"	67814	"TRG18"	11982
"67481"	67815	"PEX5"	11983
"67482"	67816	"peroxisomal biogenesis factor 5"	11983
"67483"	67817	"PXR1"	11983
"67484"	67818	"PTS1R"	11983
"67485"	67819	"peroxisomal targeting signal 1 receptor"	11983
"67486"	67820	"peroxisomal import receptor 5"	11983
"67487"	67821	"PBD2A"	11983
"67488"	67822	"PBD2B"	11983
"67489"	67823	"PTS1-BP"	11983
"67490"	67824	"RCDP5"	11983
"67491"	67825	"PEX5L"	11984
"67492"	67826	"peroxisomal biogenesis factor 5 like"	11984
"67493"	67827	"PEX5R"	11984
"67494"	67828	"PXR2"	11984
"67495"	67829	"TRIP8b"	11984
"67496"	67830	"HCN channel auxiliary subunit"	11984
"67497"	67831	"PEX5RP"	11984
"67498"	67832	"PXR2B"	11984
"67499"	67833	"PEX6"	11985
"67500"	67834	"peroxisomal biogenesis factor 6"	11985
"67501"	67835	"PXAAA1"	11985
"67502"	67836	"PAF-2"	11985
"67503"	67837	"HMLR2"	11985
"67504"	67838	"PAF2"	11985
"67505"	67839	"PBD4A"	11985
"67506"	67840	"PDB4B"	11985
"67507"	67841	"PEX7"	11986
"67508"	67842	"peroxisomal biogenesis factor 7"	11986
"67509"	67843	"PTS2R"	11986
"67510"	67844	"RD"	11986
"67511"	67845	"Refsum disease"	11986
"67512"	67846	"PBD9B"	11986
"67513"	67847	"RCDP1"	11986
"67514"	67848	"PEX10"	11987
"67515"	67849	"peroxisomal biogenesis factor 10"	11987
"67516"	67850	"RNF69"	11987
"67517"	67851	"NALD"	11987
"67518"	67852	"PBD6A"	11987
"67519"	67853	"PBD6B"	11987
"67520"	67854	"PEX11A"	11988
"67521"	67855	"peroxisomal biogenesis factor 11 alpha"	11988
"67522"	67856	"PEX11-ALPHA"	11988
"67523"	67857	"MGC119947"	11988
"67524"	67858	"MGC138534"	11988
"67525"	67859	"PMP28"	11988
"67526"	67860	"hsPEX11p"	11988
"67527"	67861	"PEX11B"	11989
"67528"	67862	"peroxisomal biogenesis factor 11 beta"	11989
"67529"	67863	"PEX11-BETA"	11989
"67530"	67864	"PEX14B"	11989
"67531"	67865	"PEX11G"	11990
"67532"	67866	"peroxisomal biogenesis factor 11 gamma"	11990
"67533"	67867	"PEX12"	11991
"67534"	67868	"peroxisomal biogenesis factor 12"	11991
"67535"	67869	"PAF-3"	11991
"67536"	67870	"PBD3A"	11991
"67537"	67871	"PEX13"	11992
"67538"	67872	"peroxisomal biogenesis factor 13"	11992
"67539"	67873	"NALD"	11992
"67540"	67874	"PBD11A"	11992
"67541"	67875	"PBD11B"	11992
"67542"	67876	"ZWS"	11992
"67543"	67877	"PEX14"	11993
"67544"	67878	"peroxisomal biogenesis factor 14"	11993
"67545"	67879	"NAPP2"	11993
"67546"	67880	"PBD13A"	11993
"67547"	67881	"Pex14p"	11993
"67548"	67882	"dJ734G22.2"	11993
"67549"	67883	"PEX16"	11994
"67550"	67884	"peroxisomal biogenesis factor 16"	11994
"67551"	67885	"PBD8A"	11994
"67552"	67886	"PBD8B"	11994
"67553"	67887	"PEX19"	11995
"67554"	67888	"peroxisomal biogenesis factor 19"	11995
"67555"	67889	"PXF"	11995
"67556"	67890	"HK33"	11995
"67557"	67891	"D1S2223E"	11995
"67558"	67892	"PMP1"	11995
"67559"	67893	"PMPI"	11995
"67560"	67894	"PXMP1"	11995
"67561"	67895	"housekeeping gene, 33kD"	11995
"67562"	67896	"PBD12A"	11995
"67563"	67897	"PEX26"	11996
"67564"	67898	"peroxisomal biogenesis factor 26"	11996
"67565"	67899	"FLJ20695"	11996
"67566"	67900	"PBD7A"	11996
"67567"	67901	"PBD7B"	11996
"67568"	67902	"PEX26M1T"	11996
"67569"	67903	"Pex26pM1T"	11996
"67570"	67904	"PF4"	11997
"67571"	67905	"platelet factor 4"	11997
"67572"	67906	"SCYB4"	11997
"67573"	67907	"CXCL4"	11997
"67574"	67908	"chemokine (C-X-C motif) ligand 4"	11997
"67575"	67909	"PF-4"	11997
"67576"	67910	"PF4V1"	11998
"67577"	67911	"platelet factor 4 variant 1"	11998
"67578"	67912	"SCYB4V1"	11998
"67579"	67913	"CXCL4V1"	11998
"67580"	67914	"CXCL4L1"	11998
"67581"	67915	"PF4-ALT"	11998
"67582"	67916	"PF4A"	11998
"67583"	67917	"PFAS"	11999
"67584"	67918	"phosphoribosylformylglycinamidine synthase"	11999
"67585"	67919	"PURL"	11999
"67586"	67920	"FGARAT"	11999
"67587"	67921	"KIAA0361"	11999
"67588"	67922	"GATD8"	11999
"67589"	67923	"FGAR amidotransferase"	11999
"67590"	67924	"FGAMS"	11999
"67591"	67925	"FGAR-AT"	11999
"67592"	67926	"PFDN1"	12000
"67593"	67927	"prefoldin subunit 1"	12000
"67594"	67928	"PFD1"	12000
"67595"	67929	"PDF"	12000
"67596"	67930	"PFDN2"	12001
"67597"	67931	"prefoldin subunit 2"	12001
"67598"	67932	"PFD2"	12001
"67599"	67933	"PFDN4"	12002
"67600"	67934	"prefoldin subunit 4"	12002
"67601"	67935	"PFD4"	12002
"67602"	67936	"C-1"	12002
"67603"	67937	"C1"	12002
"67604"	67938	"PFDN5"	12003
"67605"	67939	"prefoldin subunit 5"	12003
"67606"	67940	"PFD5"	12003
"67607"	67941	"MM-1"	12003
"67608"	67942	"MM1"	12003
"67609"	67943	"PFDN6"	12004
"67610"	67944	"prefoldin subunit 6"	12004
"67611"	67945	"HKE2"	12004
"67612"	67946	"KE-2"	12004
"67613"	67947	"H2-KE2"	12004
"67614"	67948	"PFD6"	12004
"67615"	67949	"PFKFB1"	12005
"67616"	67950	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"	12005
"67617"	67951	"PFRX"	12005
"67618"	67952	"F6PK"	12005
"67619"	67953	"HL2K"	12005
"67620"	67954	"PFKFB2"	12006
"67621"	67955	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"	12006
"67622"	67956	"PFK-2/FBPase-2"	12006
"67623"	67957	"PFKFB3"	12007
"67624"	67958	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"	12007
"67625"	67959	"IPFK2"	12007
"67626"	67960	"PFK2"	12007
"67627"	67961	"iPFK-2"	12007
"67628"	67962	"PFKFB4"	12008
"67629"	67963	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"	12008
"67630"	67964	"PFKL"	12009
"67631"	67965	"phosphofructokinase, liver type"	12009
"67632"	67966	"ATP-PFK"	12009
"67633"	67967	"PFK-B"	12009
"67634"	67968	"PFK-L"	12009
"67635"	67969	"PFKM"	12010
"67636"	67970	"phosphofructokinase, muscle"	12010
"67637"	67971	"PFKX"	12010
"67638"	67972	"PFK-1"	12010
"67639"	67973	"PPP1R122"	12010
"67640"	67974	"protein phosphatase 1, regulatory subunit 122"	12010
"67641"	67975	"ATP-PFK"	12010
"67642"	67976	"GSD7"	12010
"67643"	67977	"PFK-A"	12010
"67644"	67978	"PFK1"	12010
"67645"	67979	"PFKA"	12010
"67646"	67980	"PFKP"	12011
"67647"	67981	"phosphofructokinase, platelet"	12011
"67648"	67982	"PFK-C"	12011
"67649"	67983	"PFKF"	12011
"67650"	67984	"Phosphofructokinase, platelet type"	12011
"67651"	67985	"ATP-PFK"	12011
"67652"	67986	"PFK-P"	12011
"67653"	67987	"PFN1"	12012
"67654"	67988	"profilin 1"	12012
"67655"	67989	"ALS18"	12012
"67656"	67990	"PFN2"	12013
"67657"	67991	"profilin 2"	12013
"67658"	67992	"D3S1319E"	12013
"67659"	67993	"PFL"	12013
"67660"	67994	"PFN3"	12014
"67661"	67995	"profilin 3"	12014
"67662"	67996	"PFN4"	12015
"67663"	67997	"profilin family member 4"	12015
"67664"	67998	"PGA3"	12016
"67665"	67999	"pepsinogen 3, group I (pepsinogen A)"	12016
"67666"	68000	"PGA4"	12017
"67667"	68001	"pepsinogen 4, group I (pepsinogen A)"	12017
"67668"	68002	"PGA5"	12018
"67669"	68003	"pepsinogen 5, group I (pepsinogen A)"	12018
"67670"	68004	"Pg5"	12018
"67671"	68005	"PGAM1"	12019
"67672"	68006	"phosphoglycerate mutase 1"	12019
"67673"	68007	"PGAMA"	12019
"67674"	68008	"PGAM-B"	12019
"67675"	68009	"Phosphoglycerate mutase A, nonmuscle form"	12019
"67676"	68010	"HEL-S-35"	12019
"67677"	68011	"PGAM2"	12020
"67678"	68012	"phosphoglycerate mutase 2"	12020
"67679"	68013	"PGAM-M"	12020
"67680"	68014	"GSD10"	12020
"67681"	68015	"PGAMM"	12020
"67682"	68016	"PGAM4"	12021
"67683"	68017	"phosphoglycerate mutase family member 4"	12021
"67684"	68018	"dJ1000K24.1"	12021
"67685"	68019	"PGAM3"	12021
"67686"	68020	"PGAM-B"	12021
"67687"	68021	"PGAM1"	12021
"67688"	68022	"PGAM5"	12022
"67689"	68023	"PGAM family member 5, mitochondrial serine/threonine protein phosphatase"	12022
"67690"	68024	"MGC5352"	12022
"67691"	68025	"BXLBv68"	12022
"67692"	68026	"BXLBV68"	12022
"67693"	68027	"PGAP1"	12023
"67694"	68028	"post-GPI attachment to proteins 1"	12023
"67695"	68029	"FLJ12377"	12023
"67696"	68030	"Bst1"	12023
"67697"	68031	"SPG67"	12023
"67698"	68032	"GPI inositol-deacylase"	12023
"67699"	68033	"ISPD3024"	12023
"67700"	68034	"MRT42"	12023
"67701"	68035	"PGAP2"	12024
"67702"	68036	"post-GPI attachment to proteins 2"	12024
"67703"	68037	"MRT21"	12024
"67704"	68038	"FRAG1"	12024
"67705"	68039	"CWH43-N"	12024
"67706"	68040	"FGF receptor activating protein 1"	12024
"67707"	68041	"cell wall biogenesis 43 N-terminal homolog (S. cerevisiae)"	12024
"67708"	68042	"HPMRS3"	12024
"67709"	68043	"MRT17"	12024
"67710"	68044	"PGAP3"	12025
"67711"	68045	"post-GPI attachment to proteins 3"	12025
"67712"	68046	"PERLD1"	12025
"67713"	68047	"MGC9753"	12025
"67714"	68048	"CAB2"	12025
"67715"	68049	"PP1498"	12025
"67716"	68050	"PER1"	12025
"67717"	68051	"AGLA546"	12025
"67718"	68052	"hCOS16"	12025
"67719"	68053	"PGBD1"	12026
"67720"	68054	"piggyBac transposable element derived 1"	12026
"67721"	68055	"HUCEP-4"	12026
"67722"	68056	"dJ874C20.4"	12026
"67723"	68057	"SCAND4"	12026
"67724"	68058	"PGBD2"	12027
"67725"	68059	"piggyBac transposable element derived 2"	12027
"67726"	68060	"PGBD3"	12028
"67727"	68061	"piggyBac transposable element derived 3"	12028
"67728"	68062	"FLJ90201"	12028
"67729"	68063	"PGBD4"	12029
"67730"	68064	"piggyBac transposable element derived 4"	12029
"67731"	68065	"FLJ32638"	12029
"67732"	68066	"FLJ37497"	12029
"67733"	68067	"PGBD5"	12030
"67734"	68068	"piggyBac transposable element derived 5"	12030
"67735"	68069	"DKFZp761A0620"	12030
"67736"	68070	"FLJ11413"	12030
"67737"	68071	"PGC"	12031
"67738"	68072	"progastricsin"	12031
"67739"	68073	"pepsinogen C"	12031
"67740"	68074	"PEPC"	12031
"67741"	68075	"PGII"	12031
"67742"	68076	"PGD"	12032
"67743"	68077	"phosphogluconate dehydrogenase"	12032
"67744"	68078	"6PGD"	12032
"67745"	68079	"PGF"	12033
"67746"	68080	"placental growth factor"	12033
"67747"	68081	"PGFL"	12033
"67748"	68082	"PLGF"	12033
"67749"	68083	"PlGF-2"	12033
"67750"	68084	"PlGF"	12033
"67751"	68085	"SHGC-10760"	12033
"67752"	68086	"D12S1900"	12033
"67753"	68087	"PIGF"	12033
"67754"	68088	"placenta growth factor"	12033
"67755"	68089	"PGGHG"	12034
"67756"	68090	"protein-glucosylgalactosylhydroxylysine glucosidase"	12034
"67757"	68091	"ATHL1"	12034
"67758"	68092	"FLJ22635"	12034
"67759"	68093	"PGGT1B"	12035
"67760"	68094	"protein geranylgeranyltransferase type I subunit beta"	12035
"67761"	68095	"GGTI"	12035
"67762"	68096	"BGGI"	12035
"67763"	68097	"PGK1"	12036
"67764"	68098	"phosphoglycerate kinase 1"	12036
"67765"	68099	"HEL-S-68p"	12036
"67766"	68100	"MIG10"	12036
"67767"	68101	"PGKA"	12036
"67768"	68102	"PGK2"	12037
"67769"	68103	"phosphoglycerate kinase 2"	12037
"67770"	68104	"PGKPS"	12037
"67771"	68105	"PGK-2"	12037
"67772"	68106	"HEL-S-272"	12037
"67773"	68107	"PGKB"	12037
"67774"	68108	"dJ417L20.2"	12037
"67775"	68109	"PGLS"	12038
"67776"	68110	"6-phosphogluconolactonase"	12038
"67777"	68111	"6PGL"	12038
"67778"	68112	"HEL-S-304"	12038
"67779"	68113	"PGLYRP1"	12039
"67780"	68114	"peptidoglycan recognition protein 1"	12039
"67781"	68115	"TNFSF3L"	12039
"67782"	68116	"PGLYRP"	12039
"67783"	68117	"TAG7"	12039
"67784"	68118	"PGRP"	12039
"67785"	68119	"PGRP-S"	12039
"67786"	68120	"PGRPS"	12039
"67787"	68121	"PGLYRP2"	12040
"67788"	68122	"peptidoglycan recognition protein 2"	12040
"67789"	68123	"PGRP-L"	12040
"67790"	68124	"PGLYRPL"	12040
"67791"	68125	"TAGL-like"	12040
"67792"	68126	"tagL"	12040
"67793"	68127	"tagL-alpha"	12040
"67794"	68128	"tagl-beta"	12040
"67795"	68129	"PGRPL"	12040
"67796"	68130	"peptidoglycan recognition protein L precursor"	12040
"67797"	68131	"peptidoglycan recognition protein-like"	12040
"67798"	68132	"N-acetylmuramoyl-L-alanine amidase"	12040
"67799"	68133	"HMFT0141"	12040
"67800"	68134	"PGLYRP3"	12041
"67801"	68135	"peptidoglycan recognition protein 3"	12041
"67802"	68136	"PGRPIA"	12041
"67803"	68137	"PGLYRPIalpha"	12041
"67804"	68138	"PGRP-Ialpha"	12041
"67805"	68139	"peptidoglycan recognition protein I alpha precursor"	12041
"67806"	68140	"PGLYRP4"	12042
"67807"	68141	"peptidoglycan recognition protein 4"	12042
"67808"	68142	"SBBI67"	12042
"67809"	68143	"PGRPIB"	12042
"67810"	68144	"PGLYRPIbeta"	12042
"67811"	68145	"PGRP-Ibeta"	12042
"67812"	68146	"peptidoglycan recognition protein I beta precursor"	12042
"67813"	68147	"PGM1"	12043
"67814"	68148	"phosphoglucomutase 1"	12043
"67815"	68149	"CDG1T"	12043
"67816"	68150	"GSD14"	12043
"67817"	68151	"PGM2"	12044
"67818"	68152	"phosphoglucomutase 2"	12044
"67819"	68153	"FLJ10983"	12044
"67820"	68154	"phosphopentomutase"	12044
"67821"	68155	"MSTP006"	12044
"67822"	68156	"PGM2L1"	12045
"67823"	68157	"phosphoglucomutase 2 like 1"	12045
"67824"	68158	"FLJ32029"	12045
"67825"	68159	"BM32A"	12045
"67826"	68160	"glucose-1,6-bisphosphate synthase"	12045
"67827"	68161	"PMMLP"	12045
"67828"	68162	"PGM3"	12046
"67829"	68163	"phosphoglucomutase 3"	12046
"67830"	68164	"AGM1"	12046
"67831"	68165	"DKFZP434B187"	12046
"67832"	68166	"PAGM"	12046
"67833"	68167	"acetylglucosamine phosphomutase"	12046
"67834"	68168	"IMD23"	12046
"67835"	68169	"PGM 3"	12046
"67836"	68170	"PGM5"	12047
"67837"	68171	"phosphoglucomutase 5"	12047
"67838"	68172	"PGMRP"	12047
"67839"	68173	"phosphoglucomutase-related protein"	12047
"67840"	68175	"phosphoglycolate phosphatase"	12048
"67841"	68176	"AUM"	12048
"67842"	68177	"G3PP"	12048
"67843"	68178	"PGPase"	12048
"67844"	68179	"PGPEP1"	12049
"67845"	68180	"pyroglutamyl-peptidase I"	12049
"67846"	68181	"PGP-I"	12049
"67847"	68184	"PGPI"	12049
"67848"	68185	"pyroglutamyl aminopeptidase"	12049
"67849"	68186	"PAP-I"	12049
"67850"	68187	"PGI"	12049
"67851"	68188	"PGPEP1L"	12050
"67852"	68189	"pyroglutamyl-peptidase I like"	12050
