"Name"	"DrugBankID"	"PubChemCompoundID"	"WikipediaID"	"DrugscomLink"	"ChemSpiderID"	"MeshID"	"idterm_descritor"	"term_type_idterm_type"	"term_type_mesh"	"tree"
"4591"	"artonin E"	""	"5481962"	NA	NA	NA	"C066727"	4608	7	4	"Flavonoids"
"4592"	"4',7-dihydroxy-3-methoxy-5,6-dimethylflavone"	""	"5486942"	NA	NA	NA	"C067395"	4609	7	4	"Flavonoids"
"4593"	"viscumneoside VII"	""	"5748462"	NA	NA	NA	"C067950"	4610	7	4	"Flavonoids"
"4594"	"tanacechol"	""	""	NA	NA	NA	"C067969"	4611	7	4	"Flavonoids"
"4595"	"pseudosemiglabrin"	""	"156341"	NA	NA	NA	"C068536"	4612	7	4	"Flavonoids"
"4596"	"IdB 1031"	""	""	NA	NA	NA	"C068573"	4613	7	4	"Flavonoids"
"4597"	"hymenoxin"	""	"171488"	NA	NA	NA	"C068785"	4614	7	4	"Flavonoids"
"4598"	"uralenol"	""	"5315126"	NA	NA	NA	"C069533"	4615	7	4	"Flavonoids"
"4599"	"neouralenol"	""	"5487011"	NA	NA	NA	"C069534"	4616	7	4	"Flavonoids"
"4600"	"flemiphilippinin C"	""	"5317360"	NA	NA	NA	"C070776"	4617	7	4	"Flavonoids"
"4601"	"flemichin D"	""	"124344"	NA	NA	NA	"C070777"	4618	7	4	"Flavonoids"
"4602"	"linariifolioside"	""	"5492485"	NA	NA	NA	"C071827"	4619	7	4	"Flavonoids"
"4603"	"chrysoeriol-7-O-(2''-O-mannopyranosyl)allopyranoside"	""	"5748483"	NA	NA	NA	"C072225"	4620	7	4	"Flavonoids"
"4604"	"hexandraside C"	""	"3083261"	NA	NA	NA	"C072227"	4621	7	4	"Flavonoids"
"4605"	"hexandraside D"	""	"5492490"	NA	NA	NA	"C072228"	4622	7	4	"Flavonoids"
"4606"	"myricetin 3-O-glucuronide"	""	"5487413"	NA	NA	NA	"C072578"	4623	7	4	"Flavonoids"
"4607"	"chrysosplenetin B"	""	""	NA	NA	NA	"C072749"	4624	7	4	"Flavonoids"
"4608"	"4',5,6,7-tetramethoxyflavone"	""	"96118"	NA	NA	NA	"C072809"	4625	7	4	"Flavonoids"
"4609"	"flavone-8-acetic acid dimethylaminoethyl ester"	""	"126392"	NA	NA	NA	"C074037"	4626	7	4	"Flavonoids"
"4610"	"aciculatin"	""	"131704"	NA	NA	NA	"C074400"	4627	7	4	"Flavonoids"
"4611"	"4',6-dicyanoflavan"	""	"189923"	NA	NA	NA	"C074588"	4628	7	4	"Flavonoids"
"4612"	"5,7,2'-trihydroxyflavone"	""	"5322064"	NA	NA	NA	"C075127"	4629	7	4	"Flavonoids"
"4613"	"5,7,2',3'-tetrahydroxyflavone"	""	"5321864"	NA	NA	NA	"C075128"	4630	7	4	"Flavonoids"
"4614"	"acuminatoside"	""	"5748502"	NA	NA	NA	"C076341"	4631	7	4	"Flavonoids"
"4615"	"ginkgetin"	""	"5271805"	NA	NA	NA	"C077458"	4632	7	4	"Flavonoids"
"4616"	"acuminatin"	""	"6441048"	NA	NA	NA	"C077860"	4633	7	4	"Flavonoids"
"4617"	"alvocidib"	"DB03496"	""	NA	NA	NA	"C077990"	4634	7	4	"Flavonoids"
"4618"	"hortensin"	""	"129973"	NA	NA	NA	"C078130"	4635	7	4	"Flavonoids"
"4619"	"demethoxysudachitin"	""	"3083845"	NA	NA	NA	"C078367"	4636	7	4	"Flavonoids"
"4620"	"agathisflavone"	""	"5281599"	NA	NA	NA	"C079168"	4637	7	4	"Flavonoids"
"4621"	"5,7-dihydroxy-4',6-dimethoxyflavone"	""	""	NA	NA	NA	"C079207"	4638	7	4	"Flavonoids"
"4622"	"aromadedrin"	""	"662"	NA	NA	NA	"C080220"	4639	7	4	"Flavonoids"
"4623"	"5,7-dihydroxy-6-methoxy-2-phenylchromen-4-one"	""	"5320315"	NA	NA	NA	"C080669"	4640	7	4	"Flavonoids"
"4624"	"6-(6-(4-hydroxypiperidinyl)hexyloxy)-3-methylflavone hydrochloride"	""	"9890958"	NA	NA	NA	"C081310"	4641	7	4	"Flavonoids"
"4625"	"uralene"	""	"192490"	NA	NA	NA	"C082049"	4642	7	4	"Flavonoids"
"4626"	"uralenol-3-methylether"	""	"5315127"	NA	NA	NA	"C082050"	4643	7	4	"Flavonoids"
"4627"	"camaroside"	""	"5315628"	NA	NA	NA	"C082053"	4644	7	4	"Flavonoids"
"4628"	"2'-chloroflavone"	""	"163993"	NA	NA	NA	"C083063"	4645	7	4	"Flavonoids"
"4629"	"4'-chloroflavone"	""	"151515"	NA	NA	NA	"C083064"	4646	7	4	"Flavonoids"
"4630"	"kurziflavolactone A"	""	"53477539"	NA	NA	NA	"C083159"	4647	7	4	"Flavonoids"
"4631"	"kurziflavolactone C"	""	"44260093"	NA	NA	NA	"C083160"	4648	7	4	"Flavonoids"
"4632"	"centaureidin"	""	"5315773"	NA	NA	NA	"C083161"	4649	7	4	"Flavonoids"
"4633"	"dibutyltin 3-hydroxyflavone"	""	"3081883"	NA	NA	NA	"C084071"	4650	7	4	"Flavonoids"
"4634"	"blumeatin"	""	"11289628"	NA	NA	NA	"C084491"	4651	7	4	"Flavonoids"
"4635"	"2',6'-dimethoxyflavone"	""	"126648"	NA	NA	NA	"C084807"	4652	7	4	"Flavonoids"
"4636"	"4',7-dihydroxyflavone"	""	"5282073"	NA	NA	NA	"C085172"	4653	7	4	"Flavonoids"
"4637"	"2'-hydroxymatteucinol"	""	"160396"	NA	NA	NA	"C085277"	4654	7	4	"Flavonoids"
"4638"	"gancaonin P-3'-methyl ether"	""	"5317483"	NA	NA	NA	"C085294"	4655	7	4	"Flavonoids"
"4639"	"petalostemunol"	""	""	NA	NA	NA	"C085392"	4656	7	4	"Flavonoids"
"4640"	"lespeflan"	""	""	NA	NA	NA	"C085745"	4657	7	4	"Flavonoids"
"4641"	"sciadopitysin"	""	"5281696"	NA	NA	NA	"C086243"	4658	7	4	"Flavonoids"
"4642"	"acacetin-7-O-galactopyranoside"	""	""	NA	NA	NA	"C086771"	4659	7	4	"Flavonoids"
"4643"	"swertifrancheside"	""	"5464386"	NA	NA	NA	"C087101"	4660	7	4	"Flavonoids"
"4644"	"calycopterone"	""	"3036841"	NA	NA	NA	"C087209"	4661	7	4	"Flavonoids"
"4645"	"hibifolin"	""	"5490334"	NA	NA	NA	"C087346"	4662	7	4	"Flavonoids"
"4646"	"rhoifolin"	""	"5282150"	NA	NA	NA	"C089378"	4663	7	4	"Flavonoids"
"4647"	"6-hydroxy-4',5,7-triaminoflavone"	""	"157819"	NA	NA	NA	"C089720"	4664	7	4	"Flavonoids"
"4648"	"isoswertiajaponin 2''-O-arabinopyranoside"	""	""	NA	NA	NA	"C090074"	4665	7	4	"Flavonoids"
"4649"	"matteuorienate A"	""	"190958"	NA	NA	NA	"C090258"	4666	7	4	"Flavonoids"
"4650"	"matteuorienate B"	""	"190959"	NA	NA	NA	"C090259"	4667	7	4	"Flavonoids"
"4651"	"4'-diethylamino-3-hydroxyflavone"	""	""	NA	NA	NA	"C090856"	4668	7	4	"Flavonoids"
"4652"	"ochnaflavone"	""	"5492110"	NA	NA	NA	"C090940"	4669	7	4	"Flavonoids"
"4653"	"7,2',4',5'-tetramethoxyflavone"	""	"165203"	NA	NA	NA	"C091093"	4670	7	4	"Flavonoids"
"4654"	"5-hydroxy-7,2',4',5'-tetramethoxyflavone"	""	"10428459"	NA	NA	NA	"C091095"	4671	7	4	"Flavonoids"
"4655"	"8-O-(2-methyl-2-butenoyl)-5,7-dihydroxy-3-methoxyflavone"	""	""	NA	NA	NA	"C091294"	4672	7	4	"Flavonoids"
"4656"	"3,7-dimethoxyflavone"	""	"688664"	NA	NA	NA	"C091547"	4673	7	4	"Flavonoids"
"4657"	"phlobaphene"	""	""	NA	NA	NA	"C091603"	4674	7	4	"Flavonoids"
"4658"	"3'-methoxy-4'-nitroflavone"	""	"10017512"	NA	NA	NA	"C091768"	4675	7	4	"Flavonoids"
"4659"	"epimedoside A"	""	"5317093"	NA	NA	NA	"C092397"	4676	7	4	"Flavonoids"
"4660"	"baohuoside II"	""	"5481982"	NA	NA	NA	"C092398"	4677	7	4	"Flavonoids"
"4661"	"natsudaidain"	""	"3084605"	NA	NA	NA	"C092904"	4678	7	4	"Flavonoids"
"4662"	"caohuoside B"	""	"44259080"	NA	NA	NA	"C093058"	4679	7	4	"Flavonoids"
"4663"	"tanetin"	""	"10043097"	NA	NA	NA	"C093059"	4680	7	4	"Flavonoids"
"4664"	"5,7,4'-trihydroxy-8-methoxyflavone"	""	"5322078"	NA	NA	NA	"C093385"	4681	7	4	"Flavonoids"
"4665"	"6,7-dimethoxy-8-methyl-3',4',5-trihydroxyflavone"	""	"54050594"	NA	NA	NA	"C093796"	4682	7	4	"Flavonoids"
"4666"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	""	"4713"	NA	NA	NA	"C093973"	4683	7	4	"Flavonoids"
"4667"	"5,8,3'-trihydroxy-4'-methoxyflavone 7'(6''-O-acetylsophoroside)"	""	""	NA	NA	NA	"C094000"	4684	7	4	"Flavonoids"
"4668"	"robustaflavone-7''-methyl ether"	""	""	NA	NA	NA	"C094149"	4685	7	4	"Flavonoids"
"4669"	"podocarpusflavone A"	""	"5320644"	NA	NA	NA	"C094150"	4686	7	4	"Flavonoids"
"4670"	"imbricataflavone A"	""	""	NA	NA	NA	"C094151"	4687	7	4	"Flavonoids"
"4671"	"5,4'-dihydroxy-3,6,7,8,3'-pentamethoxyflavone"	""	"100625"	NA	NA	NA	"C094781"	4688	7	4	"Flavonoids"
"4672"	"5,3'-dihydroxy-3,6,7,8,4'-pentamethoxyflavone"	""	"369954"	NA	NA	NA	"C094782"	4689	7	4	"Flavonoids"
"4673"	"kuwanon G"	""	"5281667"	NA	NA	NA	"C095194"	4690	7	4	"Flavonoids"
"4674"	"kuwanon H"	""	"5281668"	NA	NA	NA	"C095195"	4691	7	4	"Flavonoids"
"4675"	"matteuorienate C"	""	"44257624"	NA	NA	NA	"C096562"	4692	7	4	"Flavonoids"
"4676"	"matteuorien"	""	"10401497"	NA	NA	NA	"C096563"	4693	7	4	"Flavonoids"
"4677"	"matteuorienin"	""	"10003782"	NA	NA	NA	"C096564"	4694	7	4	"Flavonoids"
"4678"	"benzquercin"	""	"65604"	NA	NA	NA	"C097365"	4695	7	4	"Flavonoids"
"4679"	"G9315"	""	""	NA	NA	NA	"C098590"	4696	7	4	"Flavonoids"
"4680"	"4'-iodoflavone"	""	"466287"	NA	NA	NA	"C099018"	4697	7	4	"Flavonoids"
"4681"	"sakuranetin"	"DB08517"	""	NA	NA	NA	"C099724"	4698	7	4	"Flavonoids"
"4682"	"6-bromoflavone"	""	"466276"	NA	NA	NA	"C099934"	4699	7	4	"Flavonoids"
"4683"	"anhydroicaritin 3-O-rhamnosyl-1-2-rhamnoside"	""	""	NA	NA	NA	"C101844"	4700	7	4	"Flavonoids"
"4684"	"wanepimedoside A"	""	"44259081"	NA	NA	NA	"C102130"	4701	7	4	"Flavonoids"
"4685"	"EMD 49209"	""	""	NA	NA	NA	"C103020"	4702	7	4	"Flavonoids"
"4686"	"eupatorin"	""	"97214"	NA	NA	NA	"C103110"	4703	7	4	"Flavonoids"
"4687"	"2-(3-aminophenyl)-8-methoxychromene-4-one"	""	""	NA	NA	NA	"C103282"	4704	7	4	"Flavonoids"
"4688"	"eupalitin 3-O-galactopyranoside"	""	""	NA	NA	NA	"C103448"	4705	7	4	"Flavonoids"
"4689"	"eupalitin 3-O-galactopyranosyl(1-2)-glucopyranoside"	""	""	NA	NA	NA	"C103449"	4706	7	4	"Flavonoids"
"4690"	"6-methylflavone-8-acetic acid"	""	"137327"	NA	NA	NA	"C104033"	4707	7	4	"Flavonoids"
"4691"	"xanthohumol"	""	"639665"	NA	NA	NA	"C104536"	4708	7	4	"Flavonoids"
"4692"	"santin"	""	"5281695"	NA	NA	NA	"C104803"	4709	7	4	"Flavonoids"
"4693"	"ermanin"	""	"5352001"	NA	NA	NA	"C104804"	4710	7	4	"Flavonoids"
"4694"	"3',6-dinitroflavone"	""	"127714"	NA	NA	NA	"C105566"	4711	7	4	"Flavonoids"
"4695"	"morelloflavone"	""	"5464454"	NA	NA	NA	"C105620"	4712	7	4	"Flavonoids"
"4696"	"epimedin B"	""	"5748393"	NA	NA	NA	"C106053"	4713	7	4	"Flavonoids"
"4697"	"epimedin C"	""	"5748394"	NA	NA	NA	"C106054"	4714	7	4	"Flavonoids"
"4698"	"ampelopsin"	""	"161557"	NA	NA	NA	"C106407"	4715	7	4	"Flavonoids"
"4699"	"5,4'-diamino-6,8,3'-trifluoroflavone"	""	""	NA	NA	NA	"C106597"	4716	7	4	"Flavonoids"
"4700"	"cycloheterophyllin"	""	"5316250"	NA	NA	NA	"C107099"	4717	7	4	"Flavonoids"
"4701"	"5,6,7-trimethoxyflavone"	""	"442583"	NA	NA	NA	"C107364"	4718	7	4	"Flavonoids"
"4702"	"7-hydroxy-3',4'-(methylenedioxy)flavan"	""	"466078"	NA	NA	NA	"C107721"	4719	7	4	"Flavonoids"
"4703"	"isovitexin 6''-O-glucoside"	""	"44257718"	NA	NA	NA	"C108205"	4720	7	4	"Flavonoids"
"4704"	"australone A"	""	"10669800"	NA	NA	NA	"C109390"	4721	7	4	"Flavonoids"
"4705"	"3,6-dichloro-2'-isopropyloxy-4'-methylflavone"	""	"252716"	NA	NA	NA	"C110042"	4722	7	4	"Flavonoids"
"4706"	"centaurein"	""	"5489090"	NA	NA	NA	"C111521"	4723	7	4	"Flavonoids"
"4707"	"cyclochampedol"	""	""	NA	NA	NA	"C111535"	4724	7	4	"Flavonoids"
"4708"	"violarvensin"	""	"44257717"	NA	NA	NA	"C111688"	4725	7	4	"Flavonoids"
"4709"	"8-carboxy-6-chloro-3'-(2-(2-quinolinyl)ethenyl)flavone"	""	""	NA	NA	NA	"C111912"	4726	7	4	"Flavonoids"
"4710"	"VUF 5017"	""	"10526098"	NA	NA	NA	"C111913"	4727	7	4	"Flavonoids"
"4711"	"baicalin 6-O-sulfate"	""	""	NA	NA	NA	"C111960"	4728	7	4	"Flavonoids"
"4712"	"SU 840"	""	""	NA	NA	NA	"C113056"	4729	7	4	"Flavonoids"
"4713"	"5-methoxy-6-methylflavan-7-ol"	""	"10333337"	NA	NA	NA	"C113397"	4730	7	4	"Flavonoids"
"4714"	"apimaysin"	""	"194566"	NA	NA	NA	"C114428"	4731	7	4	"Flavonoids"
"4715"	"maysin"	""	"194340"	NA	NA	NA	"C114429"	4732	7	4	"Flavonoids"
"4716"	"shoyuflavone A"	""	"10023017"	NA	NA	NA	"C114900"	4733	7	4	"Flavonoids"
"4717"	"shoyuflavone B"	""	"10001145"	NA	NA	NA	"C114901"	4734	7	4	"Flavonoids"
"4718"	"shoyuflavone C"	""	"10070618"	NA	NA	NA	"C114902"	4735	7	4	"Flavonoids"
"4719"	"sagittatoside B"	""	"10146160"	NA	NA	NA	"C114995"	4736	7	4	"Flavonoids"
"4720"	"ikarisoside B"	""	"5481981"	NA	NA	NA	"C114996"	4737	7	4	"Flavonoids"
"4721"	"korepimedoside A"	""	""	NA	NA	NA	"C115257"	4738	7	4	"Flavonoids"
"4722"	"korepimedoside B"	""	"5318837"	NA	NA	NA	"C115258"	4739	7	4	"Flavonoids"
"4723"	"6-bromo-3'-nitroflavone"	""	"3714237"	NA	NA	NA	"C115897"	4740	7	4	"Flavonoids"
"4724"	"robustaflavone"	""	"5281694"	NA	NA	NA	"C116328"	4741	7	4	"Flavonoids"
"4725"	"3-morpholinomethyl-3',4',5,7-tetramethoxyflavone"	""	""	NA	NA	NA	"C116690"	4742	7	4	"Flavonoids"
"4726"	"5,3'-dimethyl leucocyanidin 3-O-galactosyl cellobioside"	""	""	NA	NA	NA	"C116874"	4743	7	4	"Flavonoids"
"4727"	"neobudofficide"	""	"44257901"	NA	NA	NA	"C117066"	4744	7	4	"Flavonoids"
"4728"	"herbacetin-8-O-lyxopyranoside"	""	""	NA	NA	NA	"C117162"	4745	7	4	"Flavonoids"
"4729"	"sophoflavescenol"	""	"9929189"	NA	NA	NA	"C117237"	4746	7	4	"Flavonoids"
"4730"	"4'-bromoflavone"	""	"1686"	NA	NA	NA	"C117304"	4747	7	4	"Flavonoids"
"4731"	"kazinol B"	""	"480869"	NA	NA	NA	"C117415"	4748	7	4	"Flavonoids"
"4732"	"artoindonesianin A"	""	"10603133"	NA	NA	NA	"C119457"	4749	7	4	"Flavonoids"
"4733"	"artoindonesianin B"	""	"10096171"	NA	NA	NA	"C119459"	4750	7	4	"Flavonoids"
"4734"	"pectolinarigenin-7-O-glucopyranoside"	""	""	NA	NA	NA	"C119597"	4751	7	4	"Flavonoids"
"4735"	"6-C-glucosylnalingenin"	""	""	NA	NA	NA	"C119598"	4752	7	4	"Flavonoids"
"4736"	"6-C-glucosylaronadendrin"	""	""	NA	NA	NA	"C119599"	4753	7	4	"Flavonoids"
"4737"	"poncirin"	""	"84718"	NA	NA	NA	"C119641"	4754	7	4	"Flavonoids"
"4738"	"shamimin"	""	""	NA	NA	NA	"C119820"	4755	7	4	"Flavonoids"
"4739"	"alhagidin"	""	"42607984"	NA	NA	NA	"C120120"	4756	7	4	"Flavonoids"
"4740"	"magnum C"	""	""	NA	NA	NA	"C120252"	4757	7	4	"Flavonoids"
"4741"	"australone B"	""	"101038106"	NA	NA	NA	"C121339"	4758	7	4	"Flavonoids"
"4742"	"6-methyl-3'-bromoflavone"	""	""	NA	NA	NA	"C121566"	4759	7	4	"Flavonoids"
"4743"	"gnaphalin"	""	"432951"	NA	NA	NA	"C121845"	4760	7	4	"Flavonoids"
"4744"	"recoflavone"	"DB12058"	""	NA	NA	NA	"C121889"	4761	7	4	"Flavonoids"
"4745"	"dorstenone"	""	"10627982"	NA	NA	NA	"C400586"	4762	7	4	"Flavonoids"
"4746"	"bilobetin"	""	"5315459"	NA	NA	NA	"C402623"	4763	7	4	"Flavonoids"
"4747"	"tectochrysin"	""	"5281954"	NA	NA	NA	"C402729"	4764	7	4	"Flavonoids"
"4748"	"6-methoxy-4',5-dihydroxyflavone-7-O-glucoside"	""	"5318083"	NA	NA	NA	"C403862"	4765	7	4	"Flavonoids"
"4749"	"chrysosplenol C"	""	"189065"	NA	NA	NA	"C404406"	4766	7	4	"Flavonoids"
"4750"	"flavan-3-ol"	""	"3707243"	NA	NA	NA	"C404987"	4767	7	4	"Flavonoids"
"4751"	"3,5,3'-trihydroxy-4'-methoxy-6,7-methylenedioxyflavone"	""	"10246876"	NA	NA	NA	"C405014"	4768	7	4	"Flavonoids"
"4752"	"5'-methoxyhydnocarpin"	""	"9957384"	NA	NA	NA	"C405502"	4769	7	4	"Flavonoids"
"4753"	"3-bromo-6-methyl-2'-hydroxy flavone"	""	""	NA	NA	NA	"C405768"	4770	7	4	"Flavonoids"
"4754"	"5,7-dibromo-6-methyl-2'-hydroxyflavone"	""	""	NA	NA	NA	"C405769"	4771	7	4	"Flavonoids"
"4755"	"coutareagenin"	""	"9882773"	NA	NA	NA	"C406412"	4772	7	4	"Flavonoids"
"4756"	"artoindonesianin C"	""	"10552003"	NA	NA	NA	"C406635"	4773	7	4	"Flavonoids"
"4757"	"retamatrioside"	""	"44259618"	NA	NA	NA	"C406637"	4774	7	4	"Flavonoids"
"4758"	"I3,II8-binaringenin"	""	""	NA	NA	NA	"C406718"	4775	7	4	"Flavonoids"
"4759"	"7-O-methyltetrahydroochnaflavone"	""	"21578052"	NA	NA	NA	"C409611"	4776	7	4	"Flavonoids"
"4760"	"taiwanhomoflavone A"	""	"10460859"	NA	NA	NA	"C409645"	4777	7	4	"Flavonoids"
"4761"	"flavone-3'-sulfonamide"	""	"53904139"	NA	NA	NA	"C410015"	4778	7	4	"Flavonoids"
"4762"	"astrasikokioside I"	""	"44259005"	NA	NA	NA	"C410745"	4779	7	4	"Flavonoids"
"4763"	"7,7''-di-O-methyltetrahydrohinokiflavone"	""	"15886440"	NA	NA	NA	"C410970"	4780	7	4	"Flavonoids"
"4764"	"2'-methoxykurarinone"	""	"11982641"	NA	NA	NA	"C411318"	4781	7	4	"Flavonoids"
"4765"	"kurarinone"	""	"5318882"	NA	NA	NA	"C411319"	4782	7	4	"Flavonoids"
"4766"	"6,8-di-C-cellobiosylapigenin"	""	""	NA	NA	NA	"C411340"	4783	7	4	"Flavonoids"
"4767"	"6,3'-dibromoflavone"	""	"10045305"	NA	NA	NA	"C411896"	4784	7	4	"Flavonoids"
"4768"	"6-nitro-3'-bromoflavone"	""	""	NA	NA	NA	"C411897"	4785	7	4	"Flavonoids"
"4769"	"brosimine A"	""	"102369763"	NA	NA	NA	"C412059"	4786	7	4	"Flavonoids"
"4770"	"brosimine B"	""	"21604819"	NA	NA	NA	"C412060"	4787	7	4	"Flavonoids"
"4771"	"linaroside"	""	"11972339"	NA	NA	NA	"C412682"	4788	7	4	"Flavonoids"
"4772"	"camarinic acid"	""	"44583717"	NA	NA	NA	"C412683"	4789	7	4	"Flavonoids"
"4773"	"lantanoside"	""	"44258471"	NA	NA	NA	"C412684"	4790	7	4	"Flavonoids"
"4774"	"myricetin 3-O-(2'',3''-di-O-galloyl)rhamnopyranoside"	""	""	NA	NA	NA	"C412982"	4791	7	4	"Flavonoids"
"4775"	"myricetin 3-O-(3''-galloyl)rhamnopyranoside 7-methyl ether"	""	""	NA	NA	NA	"C412983"	4792	7	4	"Flavonoids"
"4776"	"myricetin 3-O-(2''-O-galloyl)rhamnopyranoside 7-methyl ether"	""	""	NA	NA	NA	"C412984"	4793	7	4	"Flavonoids"
"4777"	"baicilein"	""	""	NA	NA	NA	"C413305"	4794	7	4	"Flavonoids"
"4778"	"5,7-dihydroxy-3',4',5'-trimethoxyflavone-7-O-rutinoside"	""	""	NA	NA	NA	"C413579"	4795	7	4	"Flavonoids"
"4779"	"aminoflavone"	""	"389710"	NA	NA	NA	"C413760"	4796	7	4	"Flavonoids"
"4780"	"2'3',5-trihydroxy-3,6,7-trimethoxyflavone"	""	""	NA	NA	NA	"C414723"	4797	7	4	"Flavonoids"
"4781"	"3',5-dihydroxy-3,4'5',7-tetramethoxyflavone"	""	""	NA	NA	NA	"C414952"	4798	7	4	"Flavonoids"
"4782"	"5,7-dihydroxy-3',5'-dimethoxy-6-prenylflavin"	""	""	NA	NA	NA	"C415479"	4799	7	4	"Flavonoids"
"4783"	"5-hydroxy-7,3',5'-trimethoxyflavan"	""	""	NA	NA	NA	"C415480"	4800	7	4	"Flavonoids"
"4784"	"abrusin 2''-O-apioside"	""	""	NA	NA	NA	"C417233"	4801	7	4	"Flavonoids"
"4785"	"4',5',7'-trihydroxyflavone-6-O-glucopyranoside"	""	""	NA	NA	NA	"C417576"	4802	7	4	"Flavonoids"
"4786"	"iriflophenone 2-O-glucopyranoside"	""	""	NA	NA	NA	"C417710"	4803	7	4	"Flavonoids"
"4787"	"limocitrin 3-O-rutinoside-7-O-glucopyranoside"	""	""	NA	NA	NA	"C417712"	4804	7	4	"Flavonoids"
"4788"	"dihydrocudraflavone B"	""	"392451"	NA	NA	NA	"C419730"	4805	7	4	"Flavonoids"
"4789"	"jayacanol"	""	"637111"	NA	NA	NA	"C420342"	4806	7	4	"Flavonoids"
"4790"	"mundulinol"	""	"10363971"	NA	NA	NA	"C420343"	4807	7	4	"Flavonoids"
"4791"	"mundulin"	""	"15895372"	NA	NA	NA	"C420344"	4808	7	4	"Flavonoids"
"4792"	"minimiflorin"	""	"180733"	NA	NA	NA	"C420345"	4809	7	4	"Flavonoids"
"4793"	"licofuranocoumarin"	""	"5319001"	NA	NA	NA	"C420346"	4810	7	4	"Flavonoids"
"4794"	"isotrifoliol"	""	"5318679"	NA	NA	NA	"C420347"	4811	7	4	"Flavonoids"
"4795"	"chalcononaringenin 2',4'-di-O-glucoside"	""	""	NA	NA	NA	"C420349"	4812	7	4	"Flavonoids"
"4796"	"chalcononaringenin 2'-O-glucoside-4'-O-gentiobioside"	""	""	NA	NA	NA	"C420352"	4813	7	4	"Flavonoids"
"4797"	"glabrol"	""	"480768"	NA	NA	NA	"C420863"	4814	7	4	"Flavonoids"
"4798"	"I3-naringenin-II8-4'-O-methyleriodictyol"	""	""	NA	NA	NA	"C420975"	4815	7	4	"Flavonoids"
"4799"	"dicranolomin"	""	"5469097"	NA	NA	NA	"C421171"	4816	7	4	"Flavonoids"
"4800"	"WS 1442"	""	""	NA	NA	NA	"C421782"	4817	7	4	"Flavonoids"
"4801"	"C-glucosylflavone"	""	""	NA	NA	NA	"C421808"	4818	7	4	"Flavonoids"
"4802"	"5,7,3',4'-tetrahydroxyflavone 2'-O-glucopyranuronide"	""	""	NA	NA	NA	"C421985"	4819	7	4	"Flavonoids"
"4803"	"3,7-dihydroxyflavone"	""	"5393152"	NA	NA	NA	"C422925"	4820	7	4	"Flavonoids"
"4804"	"8-(3,3-dimethylallyl)chrysin"	""	"5281903"	NA	NA	NA	"C423345"	4821	7	4	"Flavonoids"
"4805"	"irisolidone"	""	"5281781"	NA	NA	NA	"C423902"	4822	7	4	"Flavonoids"
"4806"	"5,2',6'-trihydroxy-7-methoxyflavone 2'-O-glucopyranoside"	""	""	NA	NA	NA	"C423965"	4823	7	4	"Flavonoids"
"4807"	"5,7,4'-trihydroxy-6,3'-dimethoxy-flavone-5-O-rhamnopyranoside"	""	""	NA	NA	NA	"C423967"	4824	7	4	"Flavonoids"
"4808"	"7,4'-dihydroxy-8-methylflavone"	""	""	NA	NA	NA	"C426015"	4825	7	4	"Flavonoids"
"4809"	"5,4'-dihydroxy-(3'',4''-dihydro-3'',4''-dihydroxy)-2'',2''-dimethylpyrano(5'',6''-7,8)flavone"	""	""	NA	NA	NA	"C426661"	4826	7	4	"Flavonoids"
"4810"	"tilianin"	""	"5321954"	NA	NA	NA	"C426884"	4827	7	4	"Flavonoids"
"4811"	"aquiledine"	""	"10546979"	NA	NA	NA	"C428172"	4828	7	4	"Flavonoids"
"4812"	"isoaquiledine"	""	"10666709"	NA	NA	NA	"C428173"	4829	7	4	"Flavonoids"
"4813"	"liquiritigenin-7-O-beta-D-(3-O-acetyl)-apiofuranosyl-4'-O-beta-D-glucopyranoside"	""	""	NA	NA	NA	"C428523"	4830	7	4	"Flavonoids"
"4814"	"liquiritigenin-7-O-beta-D-apiofuranosyl-4'-O-beta-D-glucopyranoside"	""	""	NA	NA	NA	"C428524"	4831	7	4	"Flavonoids"
"4815"	"multicaulisin"	""	"102075690"	NA	NA	NA	"C428547"	4832	7	4	"Flavonoids"
"4816"	"heliannone B"	""	"10851748"	NA	NA	NA	"C428607"	4833	7	4	"Flavonoids"
"4817"	"heliannone A"	""	"5357345"	NA	NA	NA	"C428608"	4834	7	4	"Flavonoids"
"4818"	"3,6-dimethoxy-5,7,2',3',4'-pentahydroxyflavone-7-O-glucopyranoside"	""	""	NA	NA	NA	"C429128"	4835	7	4	"Flavonoids"
"4819"	"chrysoeriol-7-O-(2,6-dirhamnosyl)glucoside"	""	""	NA	NA	NA	"C429203"	4836	7	4	"Flavonoids"
"4820"	"chrysoeriol-7-O-neohesperidoside"	""	""	NA	NA	NA	"C429204"	4837	7	4	"Flavonoids"
"4821"	"rhamnazin-4'-O-(apiosyl(1-2))glucoside"	""	""	NA	NA	NA	"C429667"	4838	7	4	"Flavonoids"
"4822"	"7-hydroxyflavone"	""	"5281894"	NA	NA	NA	"C429845"	4839	7	4	"Flavonoids"
"4823"	"frederine"	""	""	NA	NA	NA	"C430591"	4840	7	4	"Flavonoids"
"4824"	"3-O-(6'''-rhamnosyl-6''-glucosyl)-glucoside"	""	""	NA	NA	NA	"C432505"	4841	7	4	"Flavonoids"
